,Incident Datetime,Incident Description,Analysis Neighborhood,Intersection,Latitude,Longitude
358718,2020/04/25 01:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,MISSION ST \ SENECA AVE,37.717665308375416,-122.44010660797264
358721,2020/04/26 09:34:00 AM,"Vehicle, Stolen & Recovered",Visitacion Valley,BROOKDALE AVE \ SANTOS ST,37.711933431028754,-122.41876599574823
358722,2020/04/25 04:00:00 PM,"Vehicle, Stolen, Auto",Mission,22ND ST \ ALABAMA ST,37.75588756767535,-122.41127262068672
358731,2020/04/26 05:04:00 AM,"Vehicle, Stolen, Auto",Excelsior,RUSSIA AVE \ DUBLIN ST,37.71699737738195,-122.42757165153536
358744,2020/04/25 11:30:00 PM,"Vehicle, Stolen, Truck",South of Market,TEHAMA ST \ 08TH ST,37.775793803207286,-122.41106944380195
358764,2020/04/25 11:00:00 PM,"Vehicle, Stolen, Auto",South of Market,JESSIE ST \ 09TH ST,37.77671770313698,-122.41532057072628
358784,2020/04/26 03:30:00 PM,"Vehicle, Stolen, Auto",South of Market,JESSIE ST \ 09TH ST,37.77671770313698,-122.41532057072628
358820,2020/04/26 03:30:00 PM,"Vehicle, Stolen, Auto",Mission,MISSION ST \ 21ST ST,37.757035400850256,-122.41890102956305
358826,2020/04/25 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Outer Richmond,45TH AVE \ ANZA ST,37.77718990655103,-122.5060220459061
358829,2020/04/25 11:30:00 AM,"Vehicle, Stolen, Auto",Sunset/Parkside,26TH AVE \ OCEAN AVE,37.73243229135311,-122.48187544345113
358900,2020/04/27 12:00:00 AM,"Vehicle, Stolen, Auto",Tenderloin,POLK ST \ WILLOW ST,37.78356778488696,-122.41927343381671
358963,2020/04/27 08:25:00 AM,"Vehicle, Stolen, Other Vehicle",Haight Ashbury,SCOTT ST \ LLOYD ST,37.76989839338025,-122.43505231538099
358965,2020/04/27 06:00:00 AM,"Vehicle, Stolen & Recovered",Mission Bay,TERRY A FRANCOIS BLVD \ ILLINOIS ST \ MARIPOSA ST,37.76437937065936,-122.3879168122909
358972,2020/04/26 08:45:00 PM,"Vehicle, Stolen, Auto",Mission,18TH ST \ DEARBORN ST,37.761628100816175,-122.42277489163271
358996,2020/04/27 11:25:00 AM,"Vehicle, Stolen, Auto",Financial District/South Beach,MAIN ST \ HARRISON ST,37.78813450138674,-122.39031948501301
359055,2020/04/27 01:43:00 PM,"Vehicle, Stolen, Auto",South of Market,SHERIDAN ST \ 10TH ST,37.77207267883614,-122.41189720901336
359057,2020/04/26 07:00:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,23RD AVE \ BALBOA ST,37.77639988582661,-122.48231845030055
359069,2020/04/26 07:00:00 PM,"Vehicle, Stolen, Auto",Financial District/South Beach,04TH ST \ HOWARD ST,37.78325923532804,-122.40270815508222
359071,2020/04/26 07:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,SANCHEZ ST \ HANCOCK ST,37.760357303993494,-122.43049703372698
359073,2020/04/24 06:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,39TH AVE \ LAWTON ST,37.75702275572493,-122.49816212377209
359076,2020/04/26 06:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,16TH ST \ JOSE SARRIA CT \ PROSPER ST,37.76432401133162,-122.43170028845323
359078,2020/04/26 06:00:00 PM,"Vehicle, Stolen, Auto",South of Market,RUSS ST \ HOWARD ST,37.77886068634977,-122.40827158967764
359090,2020/04/27 04:30:00 AM,"Vehicle, Stolen, Truck",Bernal Heights,ALEMANY BLVD OFF RAMP \ CRESCENT AVE,37.73518354805868,-122.4109680551638
359091,2020/04/27 04:00:00 PM,"Vehicle, Stolen & Recovered",Russian Hill,WASHINGTON ST \ HYDE ST,37.79368378436252,-122.41793575914045
359142,2020/04/25 02:00:00 AM,"Vehicle, Stolen, Motorcycle",Mission,HOWARD ST \ 12TH ST,37.771723945716964,-122.41689981979252
359174,2020/04/27 11:00:00 PM,"Vehicle, Stolen, Auto",South of Market,TEHAMA ST \ 05TH ST,37.78107659598018,-122.40440368339145
359267,2020/04/27 05:00:00 PM,"Vehicle, Stolen, Auto",Inner Richmond,03RD AVE \ BALBOA ST,37.77738032456536,-122.46079634214442
359268,2020/03/26 12:00:00 AM,"Vehicle, Stolen, Other Vehicle",Golden Gate Park,FULTON ST \ 07TH AVE,37.773488743087604,-122.4648116709347
359282,2020/03/24 05:30:00 PM,"Vehicle, Stolen, Other Vehicle",Presidio Heights,GEARY BLVD \ SPRUCE ST,37.78171742768215,-122.45317038919563
359287,2020/04/24 01:00:00 PM,"Vehicle, Stolen, Truck",Inner Richmond,ARGUELLO BLVD \ CLEMENT ST,37.78318866392365,-122.45899840209343
359291,2020/04/27 08:00:00 PM,"Vehicle, Stolen, Auto",Lakeshore,CARDENAS AVE \ CRESPI DR,37.719452798172505,-122.4763671102152
359307,2020/04/14 08:00:00 AM,"Vehicle, Stolen, Mobile Home or House Trailer",Sunset/Parkside,37TH AVE \ NORIEGA ST,37.75339025900481,-122.49576028989723
359316,2020/04/24 05:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,WILLIE B KENNEDY DR \ HUDSON AVE,37.73337303079826,-122.3820300354796
359321,2020/04/27 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Visitacion Valley,ALDER ST \ HARKNESS AVE,37.71804470728942,-122.40534586323376
359322,2020/04/28 06:15:00 AM,"Vehicle, Stolen, Auto",Inner Sunset,09TH AVE \ NORIEGA ST,37.75470927974804,-122.4656620937138
359333,2020/04/27 05:00:00 PM,"Vehicle, Stolen, Motorcycle",Hayes Valley,GROVE ST \ BUCHANAN ST,37.77717811601768,-122.42810097799506
359347,2020/04/25 06:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,FOREST VIEW DR \ OCEAN AVE,37.73235469385035,-122.48363495285886
359365,2020/04/23 04:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,CUSTER AVE \ QUINT ST,37.745298408180524,-122.38919329994269
359375,2020/04/23 08:00:00 AM,"Vehicle, Stolen & Recovered",Lone Mountain/USF,STANYAN ST \ GOLDEN GATE AVE,37.77702624890599,-122.45512387274256
359388,2020/04/28 02:47:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,NAPOLEON ST \ JERROLD AVE,37.74595385526537,-122.4020267034428
359391,2020/04/23 04:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,CUSTER AVE \ QUINT ST,37.745298408180524,-122.38919329994269
359406,2020/04/28 12:30:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,BOUTWELL ST \ INDUSTRIAL ST \ LOOMIS ST,37.738321361154526,-122.40564673809936
359413,2020/04/28 01:00:00 PM,"Vehicle, Stolen, Auto",Western Addition,FILLMORE ST \ GOLDEN GATE AVE,37.779564147970866,-122.43195180329981
359419,2020/04/14 11:00:00 AM,"Vehicle, Stolen, Auto",Mission,HOWARD ST \ LAFAYETTE ST,37.772456158055135,-122.41630359810502
359422,2020/04/27 12:00:00 AM,"Vehicle, Stolen, Auto",Tenderloin,POLK ST \ WILLOW ST,37.78356778488696,-122.41927343381671
359439,2020/04/28 05:30:00 PM,"Vehicle, Stolen, Auto",Treasure Island,GATEVIEW AVE \ NORTHPOINT DR,37.82999075468864,-122.37459440988756
359454,2020/04/24 02:00:00 PM,"Vehicle, Stolen, Motorcycle",Bernal Heights,BAY SHORE BLVD \ COSTA ST,37.74429791488461,-122.4045272904853
359477,2020/04/28 07:51:00 PM,"Vehicle, Stolen, Truck",Marina,BEACH ST \ DIVISADERO ST,37.80370493572679,-122.44360251948706
359507,2020/04/28 07:00:00 PM,"Vehicle, Stolen, Auto",South of Market,FOLSOM ST \ RUSS ST,37.777628933006454,-122.40672447173796
359603,2020/04/23 10:00:00 AM,"Vehicle, Stolen, Auto",Lakeshore,UNNAMED 088 \ CAMBON DR \ CASTELO AVE,37.71750748485157,-122.47438270575199
359608,2020/04/28 06:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,07TH AVE \ IRVING ST,37.76413086896357,-122.46417202379679
359629,2020/04/25 04:00:00 PM,"Vehicle, Stolen, Auto",Mission,FLORIDA ST \ 21ST ST,37.757538722109594,-122.41052654649906
359656,2020/03/06 11:30:00 AM,"Vehicle, Stolen, Auto",North Beach,BEACH ST \ JONES ST,37.807072513011974,-122.41726063240938
359668,2020/04/16 10:00:00 AM,"Vehicle, Stolen & Recovered",West of Twin Peaks,JOOST AVE \ CONGO ST,37.732356839372095,-122.44202705539455
359704,2020/04/29 03:41:00 PM,"Vehicle, Stolen, Auto",Mission,VERMONT ST \ 15TH ST,37.76725722470647,-122.4047502076124
359708,2020/04/26 05:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,QUINTARA ST \ 45TH AVE,37.7474148017664,-122.50394181872407
359715,2020/04/23 12:00:00 PM,"Vehicle, Stolen, Auto",Hayes Valley,PAGE ST \ LAGUNA ST,37.7736662286543,-122.42570021089418
359719,2020/04/28 08:00:00 PM,"Vehicle, Stolen, Auto",Tenderloin,ELLIS ST \ LEAVENWORTH ST,37.784657140119826,-122.41443019938556
359732,2020/04/28 05:00:00 PM,"Vehicle, Stolen, Auto",Potrero Hill,KANSAS ST \ 18TH ST,37.762171094942644,-122.40329189268604
359743,2020/04/14 08:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,ELMIRA ST \ AUGUSTA ST,37.734400222499396,-122.40357863300491
359759,2020/04/28 06:00:00 PM,"Vehicle, Stolen, Auto",Russian Hill,LOMBARD ST \ POLK ST,37.80155805140089,-122.4229017992335
359900,2020/04/29 10:00:00 PM,"Vehicle, Stolen, Auto",Mission,21ST ST \ ALABAMA ST,37.75748490120071,-122.41142437143392
359903,2020/04/28 01:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,ORBEN PL \ PINE ST,37.78805463369619,-122.43282555909971
359908,2020/04/28 04:00:00 PM,"Vehicle, Stolen, Auto",Pacific Heights,BUCHANAN ST \ CALIFORNIA ST,37.78932449579461,-122.43055100037523
359915,2020/04/07 04:00:00 PM,"Vehicle, Stolen, Other Vehicle",Inner Sunset,STANYAN ST \ BELGRAVE AVE,37.75947236437944,-122.45155308825508
359917,2020/04/29 09:00:00 PM,"Vehicle, Stolen, Auto",Outer Mission,CAYUGA AVE \ SEMINOLE AVE,37.71847008148429,-122.44419095648828
359920,2020/04/07 04:00:00 PM,"Vehicle, Stolen, Other Vehicle",Inner Sunset,STANYAN ST \ BELGRAVE AVE,37.75947236437944,-122.45155308825508
359924,2020/04/26 04:00:00 PM,"Vehicle, Stolen & Recovered",Haight Ashbury,WALLER ST \ MASONIC AVE,37.76928422785097,-122.4451059834566
359925,2020/04/29 04:00:00 PM,"Vehicle, Stolen, Truck",West of Twin Peaks,EVELYN WAY \ CHAVES AVE,37.74299551140343,-122.45286898552469
359944,2020/03/27 05:00:00 PM,"Vehicle, Stolen, Other Vehicle",Outer Richmond,32ND AVE \ CALIFORNIA ST,37.783542781098035,-122.4925101878916
359946,2020/04/29 06:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,RUSSIA AVE \ NAPLES ST,37.719298461387545,-122.43238518772586
359956,2019/07/01 12:01:00 AM,"Vehicle, Stolen, Truck",Inner Sunset,07TH AVE \ IRVING ST,37.76413086896357,-122.46417202379679
359959,2020/03/20 08:00:00 AM,"Vehicle, Stolen, Other Vehicle",Mission,VERMONT ST \ 15TH ST,37.76725722470647,-122.4047502076124
359971,2020/04/24 12:01:00 AM,"Vehicle, Stolen, Other Vehicle",Potrero Hill,ARKANSAS ST \ MADERA ST,37.75589826793747,-122.3978302002001
359974,2020/01/25 03:09:00 PM,"Vehicle, Stolen, Auto",Treasure Island,AVENUE D \ 09TH TI ST,37.82411913273524,-122.37265804186899
359975,2020/04/24 12:02:00 AM,"Vehicle, Stolen, Other Vehicle",Potrero Hill,ARKANSAS ST \ MADERA ST,37.75589826793747,-122.3978302002001
359979,2020/04/29 02:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,03RD ST \ LE CONTE AVE,37.718834357405456,-122.39747873558031
359983,2020/04/30 12:00:00 PM,"Vehicle, Stolen, Auto",Mission,ALBION ST \ 16TH ST,37.76484329795315,-122.4231124218123
359996,2020/04/30 01:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,48TH AVE \ IRVING ST,37.76219031110778,-122.50819857393286
359999,2020/04/27 02:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,SANCHEZ ST \ DUBOCE AVE,37.769320911047615,-122.43135662499971
360027,2020/04/22 04:30:00 PM,"Vehicle, Stolen, Auto",Marina,OCTAVIA ST \ GREEN ST,37.79699172390575,-122.42872540381614
360050,2020/04/30 07:30:00 PM,"Vehicle, Stolen, Truck",West of Twin Peaks,STAPLES AVE \ CIRCULAR AVE,37.729101680004185,-122.44259529833973
360072,2020/04/28 12:00:00 PM,"Vehicle, Stolen, Motorcycle",Inner Richmond,06TH AVE \ CABRILLO ST,37.77536896619768,-122.46387552692352
360079,2020/05/01 02:09:00 AM,"Vehicle, Stolen & Recovered",Twin Peaks,PORTOLA DR \ BURNETT AVE \ DIAMOND HEIGHTS BLVD,37.74694537191701,-122.4448472268511
360107,2020/04/30 09:00:00 PM,"Vehicle, Stolen, Auto",Mission,HARRISON ST \ 25TH ST,37.75103389375139,-122.41174622597136
360113,2020/04/28 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Bayview Hunters Point,BAY SHORE BLVD \ RAYMOND AVE,37.71181773753943,-122.40327962658655
360121,2020/04/27 10:00:00 AM,"Vehicle, Stolen & Recovered",Mission,11TH ST \ HARRISON ST,37.770629853050906,-122.41247993630192
360123,2020/04/27 10:00:00 AM,"Vehicle, Stolen & Recovered",Mission,11TH ST \ HARRISON ST,37.770629853050906,-122.41247993630192
360126,2020/04/27 10:00:00 AM,"Vehicle, Stolen, Auto",Mission,11TH ST \ HARRISON ST,37.770629853050906,-122.41247993630192
360127,2020/04/30 04:30:00 PM,"Vehicle, Stolen & Recovered",Oceanview/Merced/Ingleside,SAN JOSE AVE \ LAKEVIEW AVE,37.716168963571526,-122.45037835561224
360128,2020/04/27 12:00:00 AM,"Vehicle, Stolen, Auto",Mission,11TH ST \ HARRISON ST,37.770629853050906,-122.41247993630192
360132,2020/05/01 10:15:00 AM,"Vehicle, Stolen, Auto",Outer Mission,BADGER ST \ CAYUGA AVE,37.73032818333781,-122.43385427555677
360133,2020/04/29 01:00:00 PM,"Vehicle, Stolen & Recovered",Marina,FILBERT ST \ BUCHANAN ST,37.798439059912035,-122.43239266601849
360141,2020/04/30 06:00:00 PM,"Vehicle, Stolen, Auto",Haight Ashbury,WALLER ST \ BUENA VISTA AVE,37.77002492908739,-122.4392542935477
360143,2020/04/23 12:00:00 PM,"Vehicle, Stolen & Recovered",Bernal Heights,FOLSOM ST \ CRESCENT AVE,37.734731614353215,-122.41368901993576
360146,2020/04/29 08:00:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,30TH AVE \ CABRILLO ST,37.774191995916425,-122.48967984371626
360161,2020/04/10 02:00:00 PM,"Vehicle, Stolen, Other Vehicle",Noe Valley,CARNELIAN WAY \ DIAMOND HEIGHTS BLVD,37.74688477394113,-122.44224379569724
360177,2020/04/23 03:00:00 PM,"Vehicle, Stolen, Motorcycle",Inner Sunset,KIRKHAM ST \ 09TH AVE,37.760311557773754,-122.4660503902008
360193,2020/03/20 08:00:00 AM,"Vehicle, Stolen, Other Vehicle",Mission,VERMONT ST \ 15TH ST,37.76725722470647,-122.4047502076124
360208,2020/04/28 12:00:00 PM,"Vehicle, Stolen, Auto",Noe Valley,SANCHEZ ST \ DAY ST,37.742764286847546,-122.42880559654121
360228,2020/05/01 05:17:00 AM,"Vehicle, Stolen, Auto",Mission,22ND ST \ HARRISON ST,37.75583251034902,-122.41219789356205
360229,2020/05/01 05:17:00 AM,"Vehicle, Stolen, Motorcycle",Mission,22ND ST \ HARRISON ST,37.75583251034902,-122.41219789356205
360233,2020/05/01 05:17:00 AM,"Vehicle, Stolen, Motorcycle",Mission,22ND ST \ HARRISON ST,37.75583251034902,-122.41219789356205
360246,2020/04/30 09:00:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,28TH AVE \ SANTIAGO ST,37.74449279212661,-122.48546622322348
360278,2020/04/30 11:30:00 PM,"Vehicle, Stolen, Motorcycle",Haight Ashbury,ASHBURY ST \ HAIGHT ST,37.77000760474354,-122.44693382058487
360332,2020/05/02 07:05:00 AM,"Vehicle, Stolen, Truck",Hayes Valley,FRANKLIN ST \ IVY ST,37.777559629844944,-122.42142612556296
360341,2020/05/01 10:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,NEWTON ST \ MORSE ST,37.71322098349672,-122.43856449988705
360344,2020/05/02 05:00:00 AM,"Vehicle, Stolen, Motorcycle",Sunset/Parkside,GREAT HWY \ LA PLAYA \ LAWTON ST,37.75655122870687,-122.50890254470623
360345,2020/05/01 09:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,FAIRFAX AVE \ NEWHALL ST,37.74129736560071,-122.38714331320446
360347,2020/05/01 11:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,BOYNTON CT \ 14TH ST \ BELCHER ST,37.76766211979125,-122.43008145519859
360352,2020/05/01 09:00:00 PM,"Vehicle, Stolen, Auto",Castro/Upper Market,19TH ST \ HARTFORD ST,37.75935630656978,-122.43374454564392
360353,2020/05/02 05:00:00 AM,"Vehicle, Stolen, Motorcycle",Sunset/Parkside,GREAT HWY \ LA PLAYA \ LAWTON ST,37.75655122870687,-122.50890254470623
360357,2020/05/02 06:00:00 AM,"Vehicle, Stolen, Auto",Outer Mission,FRANCIS ST \ MISSION ST,37.726588201024654,-122.43335745116337
360358,2020/05/01 05:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,24TH ST \ HARRISON ST,37.75262858904426,-122.41189982277923
360359,2020/04/30 09:30:00 PM,"Vehicle, Stolen, Motorcycle",Haight Ashbury,HAIGHT ST \ CENTRAL AVE,37.77042636975509,-122.44364908724368
360368,2020/05/01 09:00:00 PM,"Vehicle, Stolen, Auto",Bernal Heights,30TH ST \ SAN JOSE AVE,37.742294531866975,-122.42328556239953
360374,2020/05/01 09:30:00 PM,"Vehicle, Stolen & Recovered",Marina,BAY ST \ FRANKLIN ST,37.80393641637486,-122.42675554497187
360384,2020/04/15 08:00:00 AM,"Vehicle, Stolen, Motorcycle",Marina,BAKER ST \ MILEY ST,37.797224947334975,-122.44569189339373
360387,2020/05/01 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Twin Peaks,GARDENSIDE DR \ BURNETT AVE,37.750936812008966,-122.44526285879304
360399,2020/04/25 03:30:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,CALIFORNIA ST \ PRESIDIO AVE,37.78726185246508,-122.44679278091652
360418,2020/05/01 05:45:00 PM,"Vehicle, Stolen, Auto",Mission,CAPP ST \ 16TH ST,37.76511715805121,-122.41857913932671
360425,2020/05/01 09:30:00 PM,"Vehicle, Stolen, Motorcycle",Mission,VALENCIA ST \ 14TH ST,37.768139682362204,-122.42219917520208
360426,2020/04/28 08:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,HOWARD ST \ LAFAYETTE ST,37.772456158055135,-122.41630359810502
360439,2020/05/01 12:00:00 PM,"Vehicle, Stolen & Recovered",Hayes Valley,GROVE ST \ GOUGH ST,37.77781524516056,-122.42316555401516
360462,2020/05/02 04:00:00 PM,"Vehicle, Stolen, Motorcycle",Twin Peaks,GARDENSIDE DR \ BURNETT AVE,37.750936812008966,-122.44526285879304
360484,2020/05/01 09:30:00 PM,"Vehicle, Stolen, Auto",Sunset/Parkside,43RD AVE \ RIVERA ST,37.74564495328354,-122.50166937454763
360510,2020/05/02 04:40:00 PM,"Vehicle, Stolen & Recovered",Visitacion Valley,VELASCO AVE \ SANTOS ST,37.709946902175886,-122.41934779895823
360587,2020/05/03 04:58:00 AM,"Vehicle, Stolen, Auto",Marina,GOUGH ST \ CHESTNUT ST,37.801862903571724,-122.4280221000818
360591,2020/05/02 01:00:00 PM,"Vehicle, Stolen, Auto",Inner Sunset,PACHECO ST \ 11TH AVE,37.7516598875903,-122.46761087927716
360592,2020/05/02 11:59:00 PM,"Vehicle, Stolen, Auto",Inner Richmond,09TH AVE \ BALBOA ST,37.77708785897418,-122.46722040513241
360593,2020/05/03 05:45:00 AM,"Vehicle, Stolen & Recovered",South of Market,STEVENSON ST \ 06TH ST,37.78175432665782,-122.40969326320398
360595,2020/05/03 04:58:00 AM,"Vehicle, Stolen, Auto",Marina,GOUGH ST \ CHESTNUT ST,37.801862903571724,-122.4280221000818
360602,2020/05/01 10:00:00 AM,"Vehicle, Stolen, Auto",Bernal Heights,ANDERSON ST \ CRESCENT AVE,37.734824856353676,-122.4155544035822
360607,2020/04/28 03:00:00 PM,"Vehicle, Stolen, Auto",Outer Richmond,FULTON ST \ LA PLAYA,37.77139603094359,-122.50989475109743
360654,2020/05/02 04:00:00 PM,"Vehicle, Stolen, Auto",Bayview Hunters Point,INGALLS ST \ OAKDALE AVE,37.730341970705894,-122.38288787273962
360659,2020/05/02 03:00:00 PM,"Vehicle, Stolen, Auto",South of Market,JESSIE ST \ 09TH ST,37.77671770313698,-122.41532057072628
360666,2020/04/28 06:30:00 PM,"Vehicle, Stolen & Recovered",Mission,24TH ST \ FAIR OAKS ST,37.751911293506055,-122.4239883986485
360672,2020/05/02 12:00:00 AM,"Vehicle, Stolen, Auto",Bayview Hunters Point,WHEAT ST \ PAUL AVE,37.72344678051801,-122.40007300242719
360673,2020/05/03 01:52:00 PM,"Vehicle, Stolen, Motorcycle",Mission,20TH ST \ POTRERO AVE,37.75936548817879,-122.40694687464286
360681,2020/05/03 05:35:00 PM,"Vehicle, Stolen, Auto",Excelsior,GENEVA AVE \ LINDA VISTA STPS,37.71226439886632,-122.42969860037695
360684,2020/05/02 07:00:00 PM,"Vehicle, Stolen, Motorcycle",Noe Valley,25TH ST \ DOLORES ST,37.750232716610974,-122.42499922492145
360685,2020/04/29 11:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,WAWONA ST \ 16TH AVE,37.7375984756023,-122.472088827034
360694,2020/04/29 11:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,WAWONA ST \ 16TH AVE,37.7375984756023,-122.472088827034
360799,2020/05/03 09:00:00 PM,"Vehicle, Stolen, Motorcycle",Visitacion Valley,LELAND AVE \ BRITTON ST,37.713809321483524,-122.4120202442018
360806,2020/05/04 12:00:00 AM,"Vehicle, Stolen, Auto",Portola,SAN BRUNO AVE \ HALE ST,37.7329632485297,-122.40590942251694
360830,2020/05/03 07:00:00 PM,"Vehicle, Stolen, Auto",Presidio Heights,SPRUCE ST \ EUCLID AVE,37.78405447972768,-122.45365349969809
360832,2020/05/03 12:00:00 PM,"Vehicle, Stolen, Auto",Excelsior,GAMBIER ST \ SILVER AVE,37.728822322110794,-122.42266589997469
360842,2020/05/03 07:30:00 PM,"Vehicle, Stolen & Recovered",Potrero Hill,SOUTHERN HEIGHTS AVE \ RHODE ISLAND ST,37.758402811454395,-122.40195658117409
360844,2020/05/03 12:00:00 PM,"Vehicle, Stolen & Recovered",Potrero Hill,SOUTHERN HEIGHTS AVE \ RHODE ISLAND ST,37.758402811454395,-122.40195658117409
360851,2020/05/03 08:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,HOLLOWAY AVE \ MONTICELLO ST,37.721637300022714,-122.47077902932391
360857,2020/04/25 10:00:00 PM,"Vehicle, Stolen, Auto",Chinatown,JACKSON ST \ GRANT AVE,37.79602474908684,-122.40665235335732
360869,2020/05/03 06:00:00 PM,"Vehicle, Stolen, Motorcycle",Mission,20TH ST \ BRYANT ST,37.75919400928765,-122.40977012254065
360875,2020/05/03 09:00:00 PM,"Vehicle, Stolen, Auto",West of Twin Peaks,VASQUEZ AVE \ KENSINGTON WAY,37.74266155658304,-122.461332280056
360882,2020/05/03 10:30:00 AM,"Vehicle, Stolen, Auto",Haight Ashbury,OAK ST \ CLAYTON ST,37.771668738673135,-122.44895799417853
360893,2020/05/04 11:00:00 AM,"Vehicle, Stolen, Truck",Financial District/South Beach,FRONT ST \ CLAY ST,37.79516338496063,-122.39914942068572
360915,2020/04/22 08:00:00 AM,"Vehicle, Stolen, Auto",Nob Hill,JONES ST \ BUSH ST,37.789529316514844,-122.41372838950014
360920,2020/04/29 12:00:00 PM,"Vehicle, Stolen, Auto",Mission,19TH ST \ ALABAMA ST,37.76038285820656,-122.41170611851037
360931,2020/05/02 08:00:00 PM,"Vehicle, Stolen, Auto",South of Market,HARRISON ST \ GORDON ST,37.77283775646927,-122.40968304216152
360935,2020/04/23 12:01:00 AM,"Vehicle, Stolen, Auto",Outer Mission,SANTA YNEZ AVE \ OCEAN AVE,37.72364450167391,-122.43835512254594
360941,2020/04/19 12:00:00 PM,"Vehicle, Stolen, Truck",West of Twin Peaks,TARAVAL ST \ FOREST SIDE AVE,37.743412621524406,-122.46774774518542
360946,2020/05/04 04:00:00 AM,"Vehicle, Stolen, Motorcycle",Potrero Hill,WISCONSIN ST \ 22ND ST,37.75730094770081,-122.3989388430369
360947,2020/05/04 04:00:00 PM,"Vehicle, Stolen, Auto",Inner Richmond,LAKE ST \ 11TH AVE,37.78643714628424,-122.47004374790436
360948,2020/05/04 05:24:00 PM,"Vehicle, Stolen, Auto",Portola,GIRARD ST \ SILLIMAN ST,37.730975617325,-122.40608597505523
